Wall time,Step,Value
1683892943.2135818,1102120,0.34000030159950256
1683894039.9104555,1201250,0.34000030159950256
1683895193.8555048,1301510,0.34000515937805176
1683896323.581632,1402990,0.32725512981414795
1683897371.3719268,1502790,0.32725512981414795
1683898398.0601268,1602510,0.32725512981414795
1683899408.0968876,1702530,0.31847745180130005
1683900432.2061648,1800630,0.31847745180130005
1683901436.4006813,1902480,0.31847745180130005
1683902462.2045124,2002480,0.31847745180130005
1683903461.0935895,2102520,0.31847745180130005
